,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD
297,5048,opisProjektuEfekt,"<p>Efektem projektu będzie praca zbiorowa, podsumowująca pierwszy, wstępny okres realizacji projektu badawczego, omawiająca stan inwestycji niemieckich na rynku prasowym kraj&oacute;w Europy&nbsp; Środkowo-Wschodniej (publikacja ta będzie zawierała r&oacute;wnież&nbsp;artykuły autor&oacute;w&nbsp;z zagranicy, uczestniczących w planowanym w projekcie seminarium).&nbsp; Wyniki końcowe zostaną zaś opublikowane w języku polskim, niemieckim i angielskim, w czasopismach naukowych, ukazujących się w Polsce i zagranicą (w tym w czasopismach z listy filadelfijskiej). </p>
<p>Wykonawcy projektu będą przedstawiać wyniki na konferencjach medioznawczych i politologicznych w Polsce i za granicą, w tym na konferencjach International Communication Association oraz European Communication Research Association. Wyniki zostaną także ogłoszone w ramach projektu europejskiego COST A 30, kt&oacute;rego uczestnikiem jest prof. B. Ociepka. </p>",07/01/25,23,Selekcja informacji. Wydarzenia międzynarodowe i zagraniczne w przekazach wydawców transnarodowych,"środki masowego przekazu, prasa, system medialny, koncerny transnarodowe, teoria wartości informacyjnej",173
298,5050,opisProjektuEfekt,"<div>Wykonane prace zostaną zaprezentowane w publikacjach i być może w patentach. Przewidujemy prezentowanie wynik&oacute;w na konferencjach naukowych.<span>&nbsp;&nbsp;&nbsp; </span></div>
<div>&nbsp;&nbsp;&nbsp; </div>",07/01/29,23,Badanie zjawisk powierzchniowych w procesie przemiany metalicznych wodorków metali ziem rzadkich w trójwodorki o charakterze półprzewodnikowym - zjawisko przełączalnych zwierciadeł metalicznych,"metale ziem rzadkich, wodór, gadolin, przełączalne zwierciadła metaliczne",173
299,5053,opisProjektuEfekt,"<p class=""MsoNormal"">Efektem podjętego problemu będzie:</p>
<p class=""MsoNormal""><o:p> </o:p></p>
<ul type=""disc"" style=""margin-top: 0cm;"">
    <li class=""MsoNormal"" style="""">Poznanie      czynników warunkujących tworzenie się biofilmów w warunkach ograniczonej      podaży substancji pokarmowych w środowisku wzrostu;</li>
</ul>
<ul type=""disc"" style=""margin-top: 0cm;"">
    <li class=""MsoNormal"" style="""">Określenie      potencjalnych zagrożeń dla przemysłu spożywczego i sposobów eliminacji lub      ograniczenia tych<span style="""">  </span>zagrożeń;</li>
</ul>
<ul type=""disc"" style=""margin-top: 0cm;"">
    <li class=""MsoNormal"" style="""">Część      wyników badań, dotyczących biosyntezy zewnątrzkomórkowych biopolimerów w      warunkach ograniczonej dostępności składników odżywczych, stanowić będzie      fragment pracy doktorskiej jednego z wykonawców projektu;<o:p> </o:p></li>
</ul>
<ul type=""disc"" style=""margin-top: 0cm;"">
    <li class=""MsoNormal"" style="""">Wyniki      pracy zostaną udokumentowane w postaci oryginalnych publikacji w krajowych      i międzynarodowych czasopismach naukowych oraz doniesień naukowych na      sympozjach.</li>
</ul>",07/01/12,23,Identyfikacja czynników morfologicznych i fizjologicznych warunkujących tworzenie biofilmów bakteryjnych na powierzchniach abiotycznych w warunkach ograniczonej dostępności składników odżywczych,"biofilm; adhezja; warunki głodowe; egzoplisacharydy, białka, lipopolisacharydy",183
300,5059,opisProjektuEfekt,"<p style=""text-align: justify; text-indent: 35.4pt; line-height: 150%;""><font size=""2""><span style=""font-family: Arial; color: windowtext;"">W rezultacie podjętych działań po raz pierwszy zostanie opisany i uporządkowany stan naszej wiedzy na temat praktyk funeralnych na terenie Podlasia, wśród społeczności wiejskiej, pod kątem analizy materiałów archeologicznych oraz etnograficznych pochodzących z tak szerokiego przedziału czasowego, dzięki któremu uchwycenie specyfiki przemian będzie szczególnie widoczne. Powstanie praca ukazująca cmentarz jako swoisty tekst historii i tekst kultury wpisany w codzienny i świąteczny rytm życia jednostki i społeczności. Wyniki projektu zostaną opublikowane oraz zaprezentowane na konferencjach naukowych związanych<span style="""">  </span>z omawianą tematyką. Opracowanie niniejszego stanu badań jest niezbędne do wyznaczenie dalszych postulatów badawczych i ich realizacji, które pomogą w rezultacie w sposób całościowy opisać i wykazać szczególną tradycyjność, a nawet archaiczność zachowań w obrzędowości pogrzebowej na Podlasiu w badanym okresie.<span style="""">    </span><o:p></o:p></span></font></p>
<p><font size=""2""><span style=""font-size: 7.5pt; font-family: Arial; color: windowtext;""><span style=""""> </span><o:p></o:p></span></font></p>
<p><font size=""2""><span style=""font-size: 7.5pt; font-family: Arial; color: windowtext;""><o:p> </o:p></span></font></p>
<p><font size=""2""><span style=""font-size: 7.5pt; font-family: Arial; color: windowtext;""><o:p> </o:p></span></font></p>",07/01/03,23,Przemiany ludowej obrzędowości funeralnej na terenie Podlasia od średniowiecza do czasów nowożytnych (stan badań),WIERZENIA POGAŃSKIE-OBRZĘDOWOŚĆ POGRZEBOWA-KULTURA LUDOWA-ŚREDNIOWIECZE-NOWOŻYTNOŚĆ,173
301,5067,opisProjektuEfekt,Wyniki uzyskane w trakcie relizacji projektu zostaną opublikowane w czasopismach międzynarodowych oraz przedstawione na międzynarodowych konferencjach.,07/01/26,23,Polimorfizm genów zgodności tkankowej (MHC) u żubra Bison bonasus: mechanizmy utrzymywania i znaczenie adaptacyjne,"MHC, żubr, Bison bonasus, polimorfizm",183
302,5070,opisProjektuEfekt,"<p align=""justify"">Wyniki przeprowadzonych badań bedą przedmiotem publikacji oraz prezentacji na konferencjach w kraju i za granicą (The Electrochemical Society, International Society of Electrochemistry, PTCh). Zostaną one również częściowo wykorzystane w przygotowywanej rozprawie doktorskiej jednego z wykonawców (E.G.). Mamy również nadzieję, że w przypadku uzyskania ogniwa polimerowego o porządanych właściwościach zostanie zgłoszony odpowiedni wniosek patentowy.    </p>",07/01/15,23,Badanie możliwości potencjalnego wykorzystania polimerów C60 oraz kompleksów metali przejściowych w elektrotechnologii,"fulereny, nanorurki węglowe, polimery elektroaktywne, polipirol, kompleksy metali przejściowych, ogniwa polimerowe, przewodnictwo, kondensatory elektrochemiczne",183
303,5071,opisProjektuEfekt,"<p><u><strong>Proponowany projekt naukowy pozwoli na:</strong></u> <br /><br /><font size=""4"">- dokonanie oceny objaw&oacute;w klinicznych występujących u pacjent&oacute;w po zatruciu tlenkiem węgla, <br />- potwierdzenie a zarazem głębszą analizę i poszerzenie wiedzy na temat mechanizmu toksycznego oddziaływania tlenku węgla, <br />- </font><font size=""4"">poszerzenie w przyszłości metod oceny narażenia na szkodliwe działanie tlenku węgla o badania biomarker&oacute;w wczesnych skutk&oacute;w biologicznych, <br />- weryfikację obecnie obowiązujących wartości biologicznych i toksycznych, tzw. wartości DSB w oparciu o por&oacute;wnanie wartości stężenia karboksyhemoglobiny we krwi i liczby uszkodzeń materiału genetycznego wykrywanych przy pomocy zaplanowanych kr&oacute;tkoterminowych test&oacute;w cytogenetycznych, <br />- zbadanie czy narażenie na toksyczne oddziaływanie tlenku węgla powoduje istotny wzrost wczesnych skutk&oacute;w biologicznych spowodowanych przede wszystkim oddziaływaniem reaktywnych form tlenu, w por&oacute;wnaniu z grupą kontrolną na podstawie poziomu SSB, DSB, uszkodzeń rozpoznawanych przez FPG i EndoIII oraz skutk&oacute;w cytogenetycznych w postaci podwyższonej liczby mikrojąder w limfocytach krwi obwodowej w odniesieniu do reprezentatywnej grupy kontrolnej, <br />- zbadanie zależności pomiędzy objawami klinicznymi i wynikami badań diagnostycznych a biomarkerami wczesnych skutk&oacute;w biologicznych i wrażliwości osobniczej, <br />- zbadanie zależności pomiędzy polimorfizmem gen&oacute;w biorących udział w naprawie uszkodzeń oksydacyjnych DNA a poziomem uszkodzeń oksydacyjnych mierzonych przy pomocy testu kometowego i mikrojądowego, <br />- zbadanie wpływu czynnik&oacute;w wrażliwości genetycznej, kt&oacute;re mogą zwiększyć lub obniżyć indywidualną odpowiedź na działanie tlenku węgla powinno umozliwić0 zidentyfikowanie os&oacute;b lub grup ludzi o zwiększonej predyspozycji do braku naprawy oksydacyjnych uszkodzeń DNA indukowanych przez CO i stąd w większym stopniu narażonych na powikłania wskutek zatrucia tlenkiem węgla (tych o charakterze ostrym, jak r&oacute;wnież przewlekłym). <br /><br />Upowszechnienie wynik&oacute;w badań proponowanego projektu nastąpi poprzez wygłoszenie referat&oacute;w na międzynarodowych i krajowych konferencjach (zar&oacute;wno naukowych, jak r&oacute;wnież typowo medycznych) oraz poprzez ich publikację w czasopismach naukowych o zasięgu międzynarodowym. Ponadto planowane jest przygotowane ulotki informacyjnej dla instytucji/firm/os&oacute;b zajmujących się profilaktyką zatruć tlenkiem węgla. Wyniki pracy mogłyby też przyczynić się do promowania bardziej bezpiecznych pod względem zdrowotnym system&oacute;w grzewczych, kt&oacute;re stanowią poza pr&oacute;bami samob&oacute;jczymi, gł&oacute;wny pow&oacute;d zatruć tlenkiem węgla. <br /></font></p>",07/01/31,23,Wczesne skutki biologiczne oraz objawy kliniczne spowodowane toksycznym oddziaływaniem tlenku węgla (CO),"tlenek węgla, karboksyhemoglobina, hipoksja, reperfuzja, stres oksydacyjny, reaktywne formy tlenu, wolne rodniki, oksydacyjne uszkodzenia DNA, mikrojądra, polimorfizm genetyczny",173
304,5072,opisProjektuEfekt,"<p align=""justify""><font size=""3"">Wyniki pracy będą upowszechniane jako prace oryginalne oraz referaty i doniesienia zjazdowe w kraju i za granicą. Rezultaty tych badań będą przedstawiane zar&oacute;wno środowisku naukowc&oacute;w reprezentującemu nauki podstawowe jak i kliniczne. <br />Wyniki uzyskane dzięki realizacji poniższego projektu pracy przysłużą się do bezpośrednio do zoptymalizowania hodowli keratynocyt&oacute;w w Katedrze Histologii i Immunologii dla cel&oacute;w terapeutycznych. Przysłużą się także do wdrożenia przez Klinikę Chirurgii Plastycznej i Oparzeń Akademii Medycznej w Gdańsku nowych metod leczenia oparzeń i owrzodzeń. Niniejszy projekt przyczyni się także do poprawy komfortu życia wielu pacjent&oacute;w leczonych w Klinice AMG, dla kt&oacute;rych konwencjonalne metody leczenia trudno gojących się ran są niewystarczające. Wyniki oraz poczynione obserwacje wynikające z realizacji tego projektu będą r&oacute;wnież cennymi wskaz&oacute;wkami dla ośrodk&oacute;w w Polsce oraz poza jej granicami zajmującymi się hodowlami i przeszczepami keratynocyt&oacute;w. <br /></font></p>",07/07/16,27,Leczenie trudno gojących sie ran u ludzi przy pomocy autologicznych keratynocytów uzyskiwanych nowymi metodami hodowli in vitro,"keratynocyty, hodowla naskórka, przeszczepy, opatrunki biologiczne, owrzodzenia, oparzenia",173
305,5073,opisProjektuEfekt,"<div style=""text-align: justify;"">
<div style=""text-align: justify;""> </div>
<div style=""text-align: justify;""><font size=""4""><span style=""font-family: Times New Roman;""> 	Zasadniczym efektem będą publikacje w czołowych czasopismach międzynarodowych i referaty na konferencjach. Przewidywane badania dostarczą materiału do kilku prac doktorskich. Mogą także stać się podstawą habilitacji młodych badaczy zaangażowanych w projekcie.</span></font><br style=""font-family: Times New Roman;"" /></div>
<br style=""font-family: Times New Roman;"" />
<div style=""text-align: left;""><font size=""4""><span style=""font-family: Times New Roman;"">Rezultatem grantu będą nowe metodologie badawcze, jak r&oacute;wnież nowe stanowisko pomiarowe: spektrometr pojedynczych cząsteczek.</span></font><br style=""font-family: Times New Roman;"" /></div>
<br style=""font-family: Times New Roman;"" />
<div style=""text-align: left;""><font size=""4""><span style=""font-family: Times New Roman;"">Ponadto, realizacja grantu doprowadzi do nawiązania interdyscyplinarnej wsp&oacute;łpracy naukowej z ośrodkami zainteresowanymi badaniami na granicy chemii, biologii, mikrobiologii i medycyny.</span></font></div>
</div>",07/01/29,23,"Spektroskopia, fotochemia i fotofizyka w środowiskach niejednorodnych",spektroskopia pojedynczych cząsteczek,183
306,5074,opisProjektuEfekt,"<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><span style=""mso-no-proof: no""><font size=""3""><font face=""Times New Roman"">Do oczekiwanych wymiernych rezultat&oacute;w badań można zaliczyć:<o:p></o:p></font></font></span></p>
<ol>
    <li>
    <div><span style=""mso-no-proof: no""><font size=""3""><font face=""Times New Roman"">Opracowanie prostej i czułej metody analizy poliamin z pr&oacute;bek medycznych z wykorzystaniem SLM. Metoda ta może znaleźć zastosowanie w laboratoriach klinicznych do monitorowania zawartości polimer&oacute;w w ciele pacjent&oacute;w chorych na nowotwory złośliwe.<o:p></o:p></font></font></span></div>
    </li>
    <li>
    <div><span style=""mso-no-proof: no""><font size=""3""><font face=""Times New Roman"">Weryfikację roli poliamin jako marker&oacute;w raka tarczycy.<o:p></o:p></font></font></span></div>
    </li>
    <li>
    <div><span style=""mso-no-proof: no""><font size=""3""><font face=""Times New Roman"">Opublikowanie uzyskanych rezultat&oacute;w badań w czasopismach o zasięgu międzynarodowym posiadających wysoki wsp&oacute;łczynnik wpływu (IF) z zakresu nauk analitycznych, membranowych i&nbsp;medycznych oraz prezentowanie wynik&oacute;w na konferencjach krajowych oraz międzynarodowych.<o:p></o:p></font></font></span></div>
    </li>
    <li>
    <div><span style=""mso-no-proof: no""><font size=""3""><font face=""Times New Roman"">Napisanie i obrona pracy doktorskiej.<o:p></o:p></font></font></span></div>
    </li>
</ol>
<p></p>",07/01/25,23,Wydzielanie i zatężanie poliamin za pomocą membran ciekłych,"Poliaminy, markery nowotworowe, immobilizowane membrany ciekłe (SLM), zatężanie, ekstrakcja",183
307,5075,opisProjektuEfekt,"<span style=""font-weight: bold;""> 	Efekty podjętego  problemu w sferze poznawczej </span><br />&nbsp;&nbsp;&nbsp; Zostanie wykazane, że:
<ul>
    <li>opracowane przez autora algorytmy oparte na sztucznych sieciach neuronowych, nadają się do prognozowania zapotrzebowania na energię elektryczną i cen na towarowej giełdzie energii elektrycznej;</li>
    <li>miara ryzyka VaR nadaje się do pomiaru ryzyka modeli prognostycznych oraz do pomiaru ryzyka portfela kontrakt&oacute;w na rynku energii elektrycznej;</li>
    <li>można dokonać wyboru optymalnego portfela kontrakt&oacute;w, kt&oacute;ry maksymalizuje przych&oacute;d i minimalizuje ryzyko za pomocą algorytmu genetycznego.  </li>
</ul>
<span style=""font-weight: bold;""> 	Efekty podjętego  problemu w sferze praktycznej: </span><br />
<ul>
    <li>opracowanie i implementacja opracowanych algorytm&oacute;w w języku java (opracowane algorytmy mogą znaleźć zastosowanie w rzeczywistym środowisku biznesowym).</li>
</ul>
<span style=""font-weight: bold;""> 	Efekty podjętego  problemu w sferze naukowej: </span><br />
<ul>
    <li>opracowanie i obrona rozprawy doktorskiej Jarosława Protasiewicza p.t. &quot;Zastosowanie sieci neuronowych do analizy rynku energii elektrycznej w Polsce&quot; w Instytucie Badań Systemowych Polskiej Akademii Nauk;</li>
    <li>osiągnięte wyniki będą upowszechniane w postaci publikacji o zasięgu międzynarodowym i na odpowiednich konferencjach, planowane są dwie publikacje przedstawiające wyniki pracy w następujących zagadnieniach: </li>
</ul>
<div style=""margin-left: 80px;"">- neuronowe prognozowanie na rynku energii&nbsp; elektrycznej, <br />- analiza ryzyka i zarządzanie portfelem kontrakt&oacute;w na rynku energii elektrycznej.</div>",07/01/31,23,Zastosowanie sieci neuronowych do analizy rynku energii elektrycznej w Polsce,"sieci neuronowe, prognozowanie, ryzyko, rynek energii elektrycznej",91
308,5078,opisProjektuEfekt,"<p class=""MsoNormal"">  </p>
<font size=""2""><br /></font>",07/01/20,23,Działania partnerskie typu LEADER w Polsce i innych krajach Unii Europejskiej a zrównoważony rozwój zasobów społecznych jednostki,"zrównoważony rozwój, zasoby ludzkie, kapitał społeczny, partnerstwo trójsektorowe, animacja społeczności lokalnej, kompetencje społeczne jednostki, poczucie jakości życia",173
309,5079,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 200%""><font face=""Times New Roman"" size=""3"">Wyniki badań zostaną opublikowane w czasopismach naukowych z listy filadelfijskiej oraz przedstawione na konferencjach naukowych krajowych i zagranicznych.</font></p>",07/01/29,23,Wpływ regulatorów wzrostu oraz antyoksydantów i pro-oksydantów na strukturę ściany komórkowej oraz organizację cytoszkieletu w somatycznej embriogenezie Trifolium nigrescens Viv.,"cytoszkielet, embriogeneza somatyczna, immunolabeling, kultury in vitro roślin, nadtlenek wodoru, różnicowanie roślin, ściana komórkowa, Trifolium",173
310,5080,opisProjektuEfekt,Wynikiem prac zbudowanie układu termoanemometrycznego działajacego w oparciu o metode fal cieplnych do pomiar&oacute;w składowych prędkości przepływu gazu w przepływach nieizotermicznych i o zmiennym składzie. Wyniki prac będą przedstawione na konferencjach krajowych opraz zagranicznych jak r&oacute;wnież opublikowane w czasopismach z dziedziny metrologii przepływ&oacute;w. Metoda zostanie zgłoszona do opatentowania w kraju.,07/01/31,23,Anemometr z falą cieplną w pomiarach przepływów o zmiennym składzie i temperaturze gazu.,"pomiar prędkości przepływu gazu, termoanemometr, fale cieplne",-1
311,5083,opisProjektuEfekt,"<div style=""text-align: justify;"">Wyniki uzyskane w ramach projektu zostaną przedstawione na konferencjach międzynarodowych, a także opublikowane w wiodących czasopismach naukowych. Planuje się przedstawienie wyników na<br /> </div>
<div style=""text-align: center;"">
<ul style=""text-align: left;"">
    <li>Siódmej Czesko-Słowacko-Polskiej Konferencji z Teorii Liczb</li>
    <li>19-tej Czesko-Słowackiej Konferencji z Teorii Liczb</li>
</ul>
<div style=""text-align: justify;"">oraz na specjalistycznej konferencji z zakresu rzeczywistej geometrii algebraicznej. Przewiduje się także przygotowanie trzech lub czterech publikacji naukowych, z których co najmniej połowa zostanie złożona w czasopiśmach z listy filadelfijskiej.</div>
</div>",07/01/29,23,Pierścienie Witta pierścieni geometrycznych,"równoważność ciał względem symboli kwaternionowych, równoważność Witta, homomorfizmy naturalne pierścieni Witta, ciąg Knebuscha-Milnora, pierścień Witta pierścienia przemiennego, przestrzenie metaboliczne, nieosobliwe przestrzenie dwuliniowe, moduły projektywne, pierścień funkcji regularnych na krzywej, pierścień funkcji wielomianowych na krzywej, pierścienie Dedekinda, rzeczywista krzywa algebraiczna",173
312,5092,opisProjektuEfekt,"<p style=""text-align: justify; line-height: 150%;"" class=""MsoNormal"">Sposobem przekazu oraz upowszechnienia wyników badań będzie opublikowanie monografii (w formie leksykonu, skryptu bądź podręcznika) poświęconej przedmiotowej problematyce oraz wygłaszanie referatów i komunikatów w ramach konferencji naukowych. Niewykluczone jest również publikowanie referatów dotyczących jedynie części omawianej problematyki</p>",07/01/09,23,Polska myśl polityczna i prawna,"polska myśl polityczna, liberalizm, konserwatyzm, socjalizm, narodowa demokracja, komunizm, opozycja antykomunistyczna, emigracja, katolicyzm, sanacja",173
313,5093,opisProjektuEfekt,"<p align=""justify""><font face=""Times New Roman"" size=""3"">Projekt badawczy przewiduje przeprowadzenie badań w 50 przedsiębiorstwach zlokalizowanych na terytorium Polski, kt&oacute;re realizują projekty badawczo &ndash; rozwojowe, inwestycyjne lub organizacyjne.&nbsp;Realizowany będzie zgodnie z metodyką zarządzania projektami International Project Management Association (IPMA). </font><font face=""Times New Roman"" size=""3"">Efektem prac badawczych realizowanych w ramach tego projektu będzie publikacja książkowa wydana przez&nbsp;Zakład Poligrafii&nbsp;UMCS traktująca o teoretycznych aspektach zarządzania projektami, prezentująca stan zarządzania projektami w polskich przedsiębiorstwach oraz prezentująca kierunki rozwoju systemu zarządzania projektami zgodnie z Project Model Excellence. Wyniki prac badawczych zostaną r&oacute;wnież opublikowane&nbsp;na Międzynarodowym Kongresie Zarządzania Projektami w&nbsp;2008 roku.&nbsp;Ponadto przedsiębiorstwa otrzymają informację zwrotną, w postaci raport&oacute;w,&nbsp;opisującą system zarządzania projektami, jego mocne i słabe strony oraz wskazującą kierunki rozwoju tego systemu. Nada to pracom badawczym realizowanym w ramach tego projektu charakter utylitarny.</font></p>",07/01/15,23,Stan zarządzania projektami w polskich przedsiębiorstwach oraz perspektywy jego rozwoju,"projekt, zarządzanie projektami, narzędzia i metody zarządzania projektami",173
314,5094,opisProjektuEfekt,"<font face=""Times New Roman"" size=""3"">Upowszechnianie wynik&oacute;w: udział&nbsp;w konferencjach (postery, wystąpienia), publikacje naukowe, rozprawa habilitacyjna</font>",07/01/22,23,Molekularna ocena skuteczności leku naturalnego:  wpływ wybranych wyciągów roślinnych na aktywność obojetnej endopeptydazy  i proliferację komórek raka prostaty.,"obojętna endopeptydaza, rak prostaty, rośliny lecznice, związki pochodzenia naturalnego, chemoprewencja",173
315,5097,opisProjektuEfekt,"<p style=""margin-left: 17.85pt; text-align: justify; text-indent: -17.85pt; line-height: 150%;"" class=""MsoBodyTextIndent3""><span style=""font-size: 12pt;"">Efektem podjętego problemu będzie przygotowanie pracy doktorskiej, a także publikacje naukowe i referaty na konferencjach naukowych<span style=""color: blue;"">.<o:p></o:p></span></span></p>",07/01/18,23,Wyobraźnia metaforyczna i jej przejawy we współczesnej myśli o muzyce i twórczości kompozytorskiej,"estetyka muzyki, metafora, wyobraźnia metaforyczna, muzyka współczesna",173
316,5106,opisProjektuEfekt,"<p align=""justify"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W wyniku realizacji projektu możliwe będzie przygotowanie artykuł&oacute;w i zbiorczego opracowania (monografii) mikrofauny poziom&oacute;w morskich serii paralicznej GZW. Autorka planuje także prezentację wynik&oacute;w badań na konferencjach krajowych i międzynarodowych. </p>",07/01/30,23,Mikrofauna serii paralicznej karbonu Górnośląskiego Zagłębia Węglowego i jej znaczenie stratygraficzno-paleoekologiczne,"mikrofauna, trochity, otwornice, konodonty, GZW, poziomy faunistyczne, serpuchow",173
317,5107,opisProjektuEfekt,"<div style=""font-family: Times New Roman; text-align: justify;""><font size=""3"">&nbsp;&nbsp;&nbsp; Wymiernym efektem podjętego problemu będzie zbudowanie, na podstawie wcześniej zdefiniowanych założeń, prototypu Systemu Inteligentnej Nawigacji. Na potrzeby tego systemu zostanie r&oacute;wnież opracowana specjalna mapa nawigacyjna, kt&oacute;ra może stanowić źr&oacute;dło aktualizacji innych już istniejących system&oacute;w. Ponadto jako integralna część Inteligentnego Systemu Nawigacji będzie uruchomiony projekt Centrum Informacji Drogowej będący źr&oacute;dłem informacji o sytuacji panującej na drodze. Przewidywana konstrukcja tego centrum zakłada możliwość udostępniania informacji innym już istniejącym systemom nawigacyjnym. Będzie istniała r&oacute;wnież możliwość publikowania informacji drogowej w serwisach www oferujących mapy drogowe Polski oraz na tablicach zmiennej treści (budowanych min przez Katedrę Geodezji Satelitarnej i Nawigacji) instalowanych na stacjach CPN - Szczytno oraz Mrągowo. Stworzony system będzie systemem otwartym, dającym możliwość zar&oacute;wno przesyłania informacji do innych struktur informacyjnych jak r&oacute;wnież integracji z innymi systemami nawigacyjnymi. <br /></font></div>
<div style=""font-family: Times New Roman; text-align: justify;""><font size=""3"">&nbsp;&nbsp;&nbsp; W końcowym etapie budowany prototyp systemu zostanie poddany ocenie efektywności i&nbsp; ekonomiczności. </font><font size=""3""><br />&nbsp;&nbsp;&nbsp; Autor projektu wyniki swojej pracy opublikuje w czasopismach krajowych i zagranicznych. Przewiduje się także prezentację wynik&oacute;w badań na konferencjach naukowych. Zebrany materiał badawczy zostanie także wykorzystany przy opracowywaniu rozprawy habilitacyjnej.</font></div>",07/01/31,23,Badanie nad projektem Inteligentnego Systemu Nawigacji satelitarnej pojazdów dla miasta Olsztyn.,"Inteligentny System Nawigacji Pojazdów, satelitarne systemy pozycjonowania, GPS, EGNOS, Galileo, GNSS, mapa nawigacyjna, nawigacja pojazdów, monitoring pojazdów, GPRS, TMC, Traffic Message Channel.",173
318,5108,opisProjektuEfekt,"<div style=""text-align: justify;"">    Wyniki badań przedstawione zostaną w rozprawie doktorskiej, która zostanie opublikowana w formie książkowej. Wyniki z poszczególnych etapów badań publikowane będą w czasopismach naukowych oraz prezentowane na konferencjach naukowych. Jednocześnie wyniki badań oraz wnioski i proponowane rozwiązania zostaną przekazane dyrekcjom parków narodowych oraz parku krajobrazowego. Odpowiednie opracowanie ułatwi posługiwanie się wynikami oraz wprowadzanie postulowanych rozwiązań na terenach, na których prowadzono badania. </div>",07/01/10,23,Zagospodarowanie turystyczne wybranych obszarów chronionych w świetle koncepcji ekoturystyki,"zagospodarowanie turystyczne, obszary chronione, ekoturystyka, turystyka zrównoważona, rozwój zrównoważony",173
319,5112,opisProjektuEfekt,"<p align=""left""><font size=""3"">&nbsp;</font><font size=""4"">&nbsp;&nbsp;&nbsp; </font><font face=""Times New Roman"" size=""4"">Uzyskane wyniki będą przedmiotem publikacji w specjalistycznych czasopismach naukowych w Polsce i za granicą oraz zostaną wygłoszone referaty na konferencjach w kraju i za granicą. <br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Efektem podjętych badań będzie pogłębienie wiedzy na temat możliwości zastosowania propolisu jako naturalnego dodatku w żywieniu kurcząt brojler&oacute;w i jego wpływu na wyniki odchowu oraz jakość mięsa. <br />Spodziewane korzyści &ndash; poprawa stanu zdrowotnego ptak&oacute;w, wynik&oacute;w odchowu, wartości rzeźnej oraz jakości mięsa.&nbsp;<br /></font><font size=""3"">&nbsp; </font></p>",07/01/31,23,Wpływ dodatku propolisu na wyniki odchowu i wartość rzeźną kurcząt brojlerów w aspekcie produkcji bezpiecznej żywności,"kurczęta brojlery, propolis, wyniki odchowu, jakość mięsa",173
320,5113,opisProjektuEfekt,"<p align=""justify""><font size=""3"">Wynikiem badań będą rezultaty zastosowanych metod zapobiegania zachorowaniom samic norek na&nbsp; tzw. syndrom metaboliczny, a co za tym idzie zmniejszenie procentu upadk&oacute;w samic i ich potomstwa. Badania te będą kontynuacją wcześniej podjętych problem&oacute;w, zatem uzyskane wyniki zostaną opublikowane &nbsp;jako prace naukowe w uznanych czasopismach zootechnicznych i weterynaryjnych (Roczniki Naukowe Zootechniki, Medycyna Weterynaryjna, Annales UMCS sec.EE, Scientifur-Norwegia, Folia Veterinaria (Republika Słowacji). Ponadto wyniki doświadczeń bedą na bieżąco prezentowane w formie referat&oacute;w, doniesień i seminari&oacute;w na konferencjach i zjazdach naukowych oraz kongresach PTZ i PTNW oraz konferencji międzynarodowej IFASA-Scientifur (Norwegia). Praktyczną i popularną formą wykorzystania wynik&oacute;w o charakterze utylitarnym będzie ich&nbsp; publikowanie w czasopismach&nbsp;wydawanych przez Polski Związek Hodowc&oacute;w i Producent&oacute;w Zwierząt Futerkowych. Przewiduje sie zastosowanie&nbsp; i wykorzystanie wynik&oacute;w badań do modyfikacji i uzupełnienia stosowanych obecnie program&oacute;w żywienia i profilaktyki samic norek.</font></p>",07/01/28,23,Badania nad zastosowaniem profilaktyki u norek Mustella vision w złożonym syndromie metabolicznym nursing sickness,"norki, laktacja, syndrom metaboliczny, ",173
